Time(s),CTSresistance,PatientWeight(kg),HeartRate(1/min),HeartStrokeVolume(mL),BloodVolume(L),ExtravascularFluidVolume(L),ArterialPressure(mmHg),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),CardiacOutput(L/min),HemoglobinContent(g),CentralVenousPressure(mmHg),PulmonaryCapillariesWedgePressure(mmHg),RespirationRate(1/min),OxygenSaturation,CarbonDioxideSaturation,TidalVolume(mL),TotalLungVolume(L),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),TranspulmonaryPressure(cmH2O),RespiratoryExchangeRatio,CoreTemperature(degC),SkinTemperature(degC),GlomerularFiltrationRate(mL/min),RenalBloodFlow(L/min),UrineProductionRate(mL/min),LeftAfferentArterioleResistance(mmHg_min/mL),RightAfferentArterioleResistance(mmHg_min/mL),OxygenConsumptionRate(mL/min),CarbonDioxideProductionRate(mL/min),LeftAlveoli-Pressure(cmH2O),LeftAlveoli-Oxygen-PartialPressure(mmHg),LeftAlveoli-CarbonDioxide-PartialPressure(mmHg),RightAlveoli-Pressure(cmH2O),RightAlveoli-Oxygen-PartialPressure(mmHg),RightAlveoli-CarbonDioxide-PartialPressure(mmHg),Trachea-Oxygen-PartialPressure(cmH2O),Trachea-CarbonDioxide-PartialPressure(cmH2O),Aorta-Oxygen-PartialPressure(mmHg),Aorta-CarbonDioxide-PartialPressure(mmHg),VenaCava-Oxygen-PartialPressure(mmHg),VenaCava-CarbonDioxide-PartialPressure(mmHg),RightTubules-Sodium-Concentration(g/L),LeftTubules-Sodium-Concentration(g/L),Oxygen-AlveolarTransfer(mL/s),CarbonDioxide-AlveolarTransfer(mL/s),Epinephrine-BloodConcentration(ug/L),LiverGlycogen(g),MuscleGlycogen(g),NeuromuscularBlockLevel,SedationLevel,LeftEyePupillaryResponse-SizeModifier,LeftEyePupillaryResponse-ReactivityModifier,RightEyePupillaryResponse-SizeModifier,RightEyePupillaryResponse-ReactivityModifier,Aorta-Prednisone-Concentration(ug/L),VenaCava-Prednisone-Concentration(ug/L),BoneVasculature-Prednisone-Concentration(ug/L),BrainVasculature-Prednisone-Concentration(ug/L),FatVasculature-Prednisone-Concentration(ug/L),GutVasculature-Prednisone-Concentration(ug/L),LeftKidneyVasculature-Prednisone-Concentration(ug/L),LeftLungVasculature-Prednisone-Concentration(ug/L),LiverVasculature-Prednisone-Concentration(ug/L),MuscleVasculature-Prednisone-Concentration(ug/L),MyocardiumVasculature-Prednisone-Concentration(ug/L),RightKidneyVasculature-Prednisone-Concentration(ug/L),RightLungVasculature-Prednisone-Concentration(ug/L),SkinVasculature-Prednisone-Concentration(ug/L),SpleenVasculature-Prednisone-Concentration(ug/L),BoneTissueExtracellular-Prednisone-Concentration(ug/L),BrainTissueExtracellular-Prednisone-Concentration(ug/L),FatTissueExtracellular-Prednisone-Concentration(ug/L),GutTissueExtracellular-Prednisone-Concentration(ug/L),LeftKidneyTissueExtracellular-Prednisone-Concentration(ug/L),LeftLungTissueExtracellular-Prednisone-Concentration(ug/L),LiverTissueExtracellular-Prednisone-Concentration(ug/L),MuscleTissueExtracellular-Prednisone-Concentration(ug/L),MyocardiumTissueExtracellular-Prednisone-Concentration(ug/L),RightKidneyTissueExtracellular-Prednisone-Concentration(ug/L),RightLungTissueExtracellular-Prednisone-Concentration(ug/L),SkinTissueExtracellular-Prednisone-Concentration(ug/L),SpleenTissueExtracellular-Prednisone-Concentration(ug/L),BoneTissueIntracellular-Prednisone-Concentration(ug/L),BrainTissueIntracellular-Prednisone-Concentration(ug/L),FatTissueIntracellular-Prednisone-Concentration(ug/L),GutTissueIntracellular-Prednisone-Concentration(ug/L),LeftKidneyTissueIntracellular-Prednisone-Concentration(ug/L),LeftLungTissueIntracellular-Prednisone-Concentration(ug/L),LiverTissueIntracellular-Prednisone-Concentration(ug/L),MuscleTissueIntracellular-Prednisone-Concentration(ug/L),MyocardiumTissueIntracellular-Prednisone-Concentration(ug/L),RightKidneyTissueIntracellular-Prednisone-Concentration(ug/L),RightLungTissueIntracellular-Prednisone-Concentration(ug/L),SkinTissueIntracellular-Prednisone-Concentration(ug/L),SpleenTissueIntracellular-Prednisone-Concentration(ug/L),Prednisone-PlasmaConcentration(ug/L),Prednisone-EffectSiteConcentration(ug/mL),Prednisone-SystemicMassCleared(ug),Prednisone-MassInBody(ug),Prednisone-LeftKidneyTissue-PartitionCoefficient,Prednisone-RightKidneyTissue-PartitionCoefficient,Prednisone-BrainTissue-PartitionCoefficient,Prednisone-RightLungTissue-PartitionCoefficient,Prednisone-LeftLungTissue-PartitionCoefficient,Prednisone-LiverTissue-PartitionCoefficient,Prednisone-BoneTissue-PartitionCoefficient,Prednisone-FatTissue-PartitionCoefficient,Prednisone-SkinTissue-PartitionCoefficient,Prednisone-MuscleTissue-PartitionCoefficient,Prednisone-SpleenTissue-PartitionCoefficient,Prednisone-GutTissue-PartitionCoefficient,Prednisone-MyocardiumTissue-PartitionCoefficient,LiverTissueIntracellular-Prednisone-MassCleared(ug),LeftKidneyTissueIntracellular-Prednisone-MassCleared(ug),RightKidneyTissueIntracellular-Prednisone-MassCleared(ug),LiverTissueIntracellular-Prednisone-MassExcreted(ug)
229.72,0,77.6,72.23,80.6,5.54,34.4,82.1,95.9,115,74.4,5.82,846,3.91,6.39,16.85,0.980,0.029,540,3.01,0.0434,7.75,7.09,0.872,36.3,31.1,94,0.93,0.573,0.0367,0.0367,271.738,252.913,1033,117,38.5,1033,118,38.1,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,3.78,-4.55,0.029285,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.2010,758.5466,1244.7363,702.4468,1397.3341,888.2183,1135.7951,1348.3433,738.9372,1399.4653,888.2183,1134.6333,852.6170,1458.2440,0,0,0,0,0,0,0,0,0,0,0,0,0,347.2174,1975.8160,3501.8172,2849.6904,1018.8165,1269.4730,1589.0325,184.7052,1894.2438,1018.8165,1267.6896,1329.5678,2084.4988,1311.073908,1.311074,1014.99,17947.29,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.55,333.13,333.13,0
229.74,0,77.6,72.23,80.6,5.54,34.4,80.9,95.9,115,74.4,5.82,846,3.90,6.39,16.85,0.980,0.029,540,3.02,0.0434,7.75,7.13,0.872,36.3,31.1,92,0.92,0.526,0.0367,0.0367,271.738,252.913,1033,117,38.4,1033,118,38.0,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,3.81,-3.96,0.029275,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.1457,758.5044,1244.6805,702.4101,1397.2859,888.1455,1135.7905,1348.3078,738.9068,1399.4055,888.1455,1134.6279,852.5948,1458.1796,0,0,0,0,0,0,0,0,0,0,0,0,0,347.2346,1975.7919,3501.9715,2849.6113,1018.7039,1269.4732,1588.9968,184.7125,1894.1624,1018.7039,1267.6886,1329.6076,2084.4090,1311.015264,1.311015,1015.04,17947.15,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.60,333.15,333.15,0
229.76,0,77.6,72.23,80.6,5.54,34.4,79.8,95.9,115,74.4,5.82,846,3.90,6.39,16.85,0.980,0.029,540,3.03,0.0434,7.75,7.17,0.872,36.3,31.1,90,0.91,0.480,0.0367,0.0367,271.738,252.913,1033,117,38.3,1033,118,38.0,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,3.66,-4.44,0.029266,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.0903,758.4632,1244.6244,702.3743,1397.2389,888.0740,1135.7859,1348.2732,738.8772,1399.3472,888.0740,1134.6226,852.5731,1458.1169,0,0,0,0,0,0,0,0,0,0,0,0,0,347.2513,1975.7683,3502.1220,2849.5340,1018.5892,1269.4735,1588.9611,184.7196,1894.0830,1018.5892,1267.6877,1329.6468,2084.3214,1310.957616,1.310958,1015.09,17947.01,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.66,333.17,333.17,0
229.78,0,77.6,72.23,80.6,5.54,34.4,78.6,95.9,115,74.4,5.82,846,3.90,6.39,16.85,0.980,0.029,540,3.04,0.0434,7.75,7.21,0.872,36.3,31.1,88,0.89,0.435,0.0367,0.0367,271.738,252.913,1033,117,38.2,1033,118,37.9,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,3.69,-3.84,0.029255,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.0348,758.4230,1244.5682,702.3394,1397.1931,888.0036,1135.7815,1348.2395,738.8483,1399.2903,888.0036,1134.6175,852.5517,1458.0557,0,0,0,0,0,0,0,0,0,0,0,0,0,347.2676,1975.7451,3502.2690,2849.4587,1018.4723,1269.4737,1588.9252,184.7265,1894.0054,1018.4723,1267.6869,1329.6853,2084.2359,1310.900941,1.310901,1015.13,17946.87,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.71,333.19,333.19,0
229.80,0,77.6,72.23,80.6,5.54,34.4,77.5,95.9,115,74.4,5.82,846,3.89,6.39,16.85,0.980,0.029,540,3.05,0.0434,7.75,7.25,0.872,36.3,31.1,85,0.88,0.392,0.0367,0.0367,271.738,252.913,1033,118,38.2,1033,119,37.9,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,3.54,-4.32,0.029244,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1110.9792,758.3837,1244.5117,702.3053,1397.1485,887.9344,1135.7772,1348.2066,738.8201,1399.2347,887.9344,1134.6125,852.5307,1457.9960,0,0,0,0,0,0,0,0,0,0,0,0,0,347.2836,1975.7223,3502.4124,2849.3852,1018.3533,1269.4739,1588.8892,184.7332,1893.9296,1018.3534,1267.6861,1329.7232,2084.1526,1310.845214,1.310845,1015.18,17946.73,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.77,333.21,333.21,0
229.82,0,77.6,72.23,80.6,5.54,34.4,76.4,95.9,115,74.4,5.82,846,3.89,6.39,16.85,0.980,0.029,540,3.06,0.0434,7.75,7.29,0.872,36.3,31.1,83,0.86,0.349,0.0367,0.0367,271.738,252.913,1033,118,38.1,1033,118,37.8,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,3.57,-3.72,0.029232,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1110.9235,758.3454,1244.4552,702.2721,1397.1049,887.8664,1135.7770,1348.1746,738.7927,1399.1805,887.8664,1134.6118,852.5101,1457.9378,0,0,0,0,0,0,0,0,0,0,0,0,0,347.2991,1975.7000,3502.5523,2849.3136,1018.2324,1269.4742,1588.8532,184.7398,1893.8557,1018.2325,1267.6854,1329.7606,2084.0713,1310.790414,1.310790,1015.23,17946.60,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.82,333.22,333.22,0
229.84,0,77.6,72.23,80.6,5.54,34.4,75.4,95.9,115,74.4,5.82,846,3.90,6.39,16.85,0.980,0.029,540,3.06,0.0434,7.75,7.33,0.872,36.3,31.1,81,0.85,0.308,0.0367,0.0367,271.738,252.913,1033,118,38.1,1033,119,37.8,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,3.43,-4.21,0.029219,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1110.8677,758.3081,1244.3987,702.2398,1397.0625,887.7994,1135.7595,1348.1435,738.7659,1399.1276,887.7994,1134.5949,852.4899,1457.8810,0,0,0,0,0,0,0,0,0,0,0,0,0,347.3143,1975.6781,3502.6888,2849.2437,1018.1095,1269.4447,1588.8170,184.7463,1893.7835,1018.1095,1267.6556,1329.7973,2083.9921,1310.736520,1.310737,1015.28,17946.46,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.88,333.24,333.24,0
229.86,0,77.6,72.24,80.6,5.54,34.4,74.4,95.9,115,74.4,5.82,846,3.90,6.39,16.85,0.980,0.029,540,3.07,0.0434,7.75,7.37,0.872,36.3,31.1,80,0.84,0.271,0.0367,0.0367,271.738,252.913,1033,118,38.0,1033,119,37.7,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,3.51,-3.67,0.029206,117,592.12,0,0,0.000,0,0.000,0,1159.0767,1110.8118,758.2715,1244.3423,702.2081,1397.0210,887.7352,1135.6687,1348.1130,738.7396,1399.0758,887.7352,1134.5092,852.4699,1457.8255,0,0,0,0,0,0,0,0,0,0,0,0,0,347.3292,1975.6566,3502.8224,2849.1753,1017.9851,1269.2809,1588.7808,184.7526,1893.7128,1017.9851,1267.4981,1329.8335,2083.9146,1310.684875,1.310685,1015.32,17946.32,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.93,333.26,333.26,0
229.88,0,77.6,72.24,80.6,5.54,34.4,77.5,95.9,115,74.4,5.82,846,3.90,6.39,16.85,0.980,0.029,540,3.08,0.0434,7.75,7.40,0.872,36.3,31.1,85,0.89,0.361,0.0367,0.0367,271.738,252.913,1033,118,38.0,1033,119,37.7,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,3.53,-4.29,0.029194,117,592.12,0,0,0.000,0,0.000,0,1158.8728,1110.7558,758.2323,1244.2865,702.1741,1396.9763,887.7429,1135.5261,1348.0801,738.7115,1399.0199,887.7429,1134.3749,852.4490,1457.7658,0,0,0,0,0,0,0,0,0,0,0,0,0,347.3451,1975.6352,3502.9657,2849.1018,1017.8751,1269.0176,1588.7448,184.7593,1893.6370,1017.8752,1267.2458,1329.8714,2083.8313,1310.640084,1.310640,1015.37,17946.18,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.99,333.28,333.28,0
229.90,0,77.6,72.24,80.6,5.54,34.4,82.8,95.9,115,74.4,5.82,846,3.91,6.39,16.85,0.980,0.029,540,3.09,0.0434,7.75,7.44,0.872,36.3,31.1,94,0.97,0.546,0.0367,0.0367,271.738,252.913,1033,118,37.9,1033,119,37.6,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,3.85,-3.95,0.029185,117,592.12,0,0,0.000,0,0.000,0,1158.5656,1110.6998,758.1885,1244.2323,702.1359,1396.9260,887.7958,1135.3556,1348.0429,738.6799,1398.9572,887.7958,1134.2140,852.4261,1457.6987,0,0,0,0,0,0,0,0,0,0,0,0,0,347.3629,1975.6135,3503.1258,2849.0194,1017.7810,1268.6987,1588.7092,184.7669,1893.5523,1017.7811,1266.9403,1329.9122,2083.7378,1310.596764,1.310597,1015.42,17946.04,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,410.05,333.30,333.30,0
229.92,0,77.6,72.24,80.6,5.54,34.4,88.9,95.9,115,74.4,5.82,846,3.91,6.39,16.85,0.980,0.029,540,3.09,0.0434,7.75,7.47,0.872,36.3,31.1,106,1.05,0.776,0.0367,0.0367,271.738,252.913,1033,118,37.9,1033,119,37.6,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,4.05,-4.71,0.029179,117,592.12,0,0,0.000,0,0.000,0,1158.2295,1110.6436,758.1393,1244.1802,702.0930,1396.8693,887.8647,1135.1776,1348.0008,738.6444,1398.8865,887.8647,1134.0455,852.4012,1457.6232,0,0,0,0,0,0,0,0,0,0,0,0,0,347.3828,1975.5911,3503.3055,2848.9267,1017.7016,1268.3648,1588.6740,184.7753,1893.4573,1017.7017,1266.6196,1329.9564,2083.6328,1310.551083,1.310551,1015.46,17945.90,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,410.10,333.31,333.31,0
229.94,0,77.6,72.24,80.6,5.54,34.4,94.9,95.9,115,74.4,5.82,846,3.92,6.39,16.85,0.980,0.029,540,3.10,0.0434,7.75,7.51,0.872,36.3,31.1,118,1.13,1.010,0.0367,0.0367,271.738,252.913,1033,118,37.8,1033,119,37.5,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,4.45,-4.43,0.029176,117,592.12,0,0,0.000,0,0.000,0,1157.9090,1110.5873,758.0848,1244.1308,702.0454,1396.8062,887.9280,1135.0069,1347.9538,738.6050,1398.8078,887.9280,1133.8836,852.3741,1457.5393,0,0,0,0,0,0,0,0,0,0,0,0,0,347.4049,1975.5678,3503.5041,2848.8240,1017.6347,1268.0455,1588.6393,184.7846,1893.3522,1017.6348,1266.3123,1330.0039,2083.5164,1310.500632,1.310501,1015.51,17945.77,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,410.16,333.33,333.33,0
229.96,0,77.6,72.24,80.6,5.54,34.4,100.2,95.9,115,74.4,5.82,846,3.92,6.39,16.85,0.980,0.029,540,3.11,0.0434,7.75,7.54,0.872,36.3,31.1,128,1.19,1.225,0.0367,0.0367,271.738,252.913,1033,118,37.8,1033,119,37.5,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,4.65,-5.20,0.029178,117,592.12,0,0,0.000,0,0.000,0,1157.6249,1110.5309,758.0257,1244.0842,701.9937,1396.7374,887.9731,1134.8527,1347.9026,738.5622,1398.7222,887.9731,1133.7366,852.3451,1457.4479,0,0,0,0,0,0,0,0,0,0,0,0,0,347.4288,1975.5433,3503.7197,2848.7124,1017.5776,1267.7590,1588.6050,184.7947,1893.2383,1017.5776,1266.0354,1330.0542,2083.3898,1310.444292,1.310444,1015.56,17945.63,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,410.21,333.35,333.35,0
229.98,0,77.6,72.24,80.6,5.54,34.4,104.6,95.9,115,74.4,5.82,846,3.93,6.39,16.85,0.980,0.029,540,3.11,0.0434,7.75,7.57,0.872,36.3,31.1,137,1.24,1.407,0.0367,0.0367,271.738,252.913,1033,118,37.7,1033,119,37.4,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,5.01,-4.89,0.029182,117,592.12,0,0,0.000,0,0.000,0,1157.3830,1110.4744,757.9628,1244.0406,701.9384,1396.6640,887.9945,1134.7192,1347.8477,738.5166,1398.6307,887.9945,1133.6089,852.3146,1457.3505,0,0,0,0,0,0,0,0,0,0,0,0,0,347.4542,1975.5175,3503.9493,2848.5933,1017.5278,1267.5133,1588.5710,184.8055,1893.1170,1017.5278,1265.7967,1330.1070,2083.2548,1310.381932,1.310382,1015.60,17945.49,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,410.27,333.37,333.37,0
230.00,0,77.6,72.24,80.6,5.54,34.4,108.1,95.9,115,74.4,5.82,846,3.93,6.39,16.85,0.980,0.029,540,3.12,0.0434,7.75,7.61,0.872,36.3,31.1,144,1.28,1.553,0.0367,0.0367,271.738,252.913,1033,118,37.7,1033,119,37.4,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,5.13,-5.58,0.029189,117,592.12,0,0,0.000,0,0.000,0,1157.1811,1110.4180,757.8968,1243.9996,701.8805,1396.5869,887.9915,1134.6074,1347.7901,738.4687,1398.5347,887.9915,1133.5011,852.2828,1457.2482,0,0,0,0,0,0,0,0,0,0,0,0,0,347.4809,1975.4905,3504.1900,2848.4684,1017.4832,1267.3092,1588.5373,184.8168,1892.9898,1017.4832,1265.5972,1330.1617,2083.1133,1310.314047,1.310314,1015.65,17945.35,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,410.32,333.39,333.39,0
230.02,0,77.6,72.24,80.6,5.54,34.4,110.7,95.9,115,74.4,5.82,846,3.94,6.39,16.85,0.980,0.029,540,3.13,0.0434,7.75,7.64,0.872,36.3,31.1,149,1.31,1.664,0.0367,0.0367,271.833,252.841,1033,118,37.7,1033,119,37.3,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,5.38,-5.18,0.029197,117,592.12,0,0,0.000,0,0.000,0,1157.0140,1110.3615,757.8285,1243.9610,701.8206,1396.5071,887.9662,1134.5158,1347.7304,738.4191,1398.4352,887.9662,1133.4123,852.2501,1457.1424,0,0,0,0,0,0,0,0,0,0,0,0,0,347.5084,1975.4622,3504.4389,2848.3392,1017.4420,1267.1436,1588.5038,184.8284,1892.8584,1017.4420,1265.4339,1330.2179,2082.9668,1310.241454,1.310241,1015.70,17945.21,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,410.38,333.40,333.40,0
230.04,0,77.6,72.24,80.6,5.54,34.4,112.6,95.9,115,74.4,5.82,846,3.94,6.39,16.85,0.980,0.029,540,3.13,0.0434,7.75,7.67,0.872,36.3,31.1,153,1.33,1.745,0.0367,0.0367,271.833,252.841,1033,118,37.7,1033,119,37.3,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,5.41,-5.78,0.029207,117,592.12,0,0,0.000,0,0.000,0,1156.8757,1110.3051,757.7587,1243.9244,701.7593,1396.4253,887.9221,1134.4421,1347.6692,738.3684,1398.3335,887.9221,1133.3401,852.2168,1457.0339,0,0,0,0,0,0,0,0,0,0,0,0,0,347.5366,1975.4328,3504.6936,2848.2068,1017.4028,1267.0115,1588.4704,184.8403,1892.7239,1017.4029,1265.3023,1330.2750,2082.8168,1310.165076,1.310165,1015.74,17945.07,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,410.44,333.42,333.42,0
230.06,0,77.6,72.24,80.6,5.54,34.4,113.8,95.9,115,74.4,5.82,846,3.95,6.39,16.85,0.980,0.029,540,3.14,0.0434,7.75,7.70,0.872,36.3,31.1,155,1.34,1.799,0.0367,0.0367,271.833,252.841,1033,118,37.6,1033,119,37.3,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,5.57,-5.31,0.029219,117,592.12,0,0,0.000,0,0.000,0,1156.7606,1110.2487,757.6878,1243.8893,701.6970,1396.3422,887.8628,1134.3833,1347.6071,738.3169,1398.2302,887.8628,1133.2820,852.1830,1456.9239,0,0,0,0,0,0,0,0,0,0,0,0,0,347.5652,1975.4023,3504.9521,2848.0724,1017.3647,1266.9072,1588.4371,184.8524,1892.5873,1017.3647,1265.1969,1330.3328,2082.6645,1310.085804,1.310086,1015.79,17944.94,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,410.49,333.44,333.44,0
230.08,0,77.6,72.24,80.6,5.54,34.4,114.5,95.9,115,74.4,5.82,846,3.95,6.39,16.85,0.980,0.029,540,3.14,0.0434,7.75,7.71,0.872,36.3,31.1,157,1.35,1.831,0.0367,0.0367,271.833,252.841,1033,118,37.6,1033,119,37.3,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,5.51,-5.52,0.029230,117,592.12,0,0,0.000,0,0.000,0,1156.6639,1110.1925,757.6163,1243.8553,701.6342,1396.2585,887.7917,1134.3368,1347.5444,738.2650,1398.1262,887.7917,1133.2354,852.1490,1456.8129,0,0,0,0,0,0,0,0,0,0,0,0,0,347.5941,1975.3710,3505.2129,2847.9369,1017.3267,1266.8251,1588.4038,184.8647,1892.4497,1017.3267,1265.1128,1330.3909,2082.5109,1310.004431,1.310004,1015.84,17944.80,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,410.55,333.46,333.46,0
230.10,0,77.6,72.24,80.6,5.54,34.4,114.8,95.9,115,74.4,5.82,846,3.96,6.39,16.85,0.980,0.029,540,3.14,0.0434,7.75,7.69,0.872,36.3,31.1,157,1.35,1.847,0.0367,0.0367,271.833,252.841,1034,118,37.7,1034,119,37.3,216,1.0,94.7,39.9,36.6,44.8,2.04,2.04,5.59,-4.49,0.029243,117,592.12,0,0,0.000,0,0.000,0,1156.5819,1110.1365,757.5446,1243.8220,701.5712,1396.1745,887.7116,1134.2999,1347.4815,738.2129,1398.0218,887.7116,1133.1978,852.1149,1456.7016,0,0,0,0,0,0,0,0,0,0,0,0,0,347.6231,1975.3390,3505.4746,2847.8008,1017.2882,1266.7608,1588.3706,184.8769,1892.3116,1017.2883,1265.0454,1330.4493,2082.3567,1309.921628,1.309922,1015.88,17944.66,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,410.60,333.47,333.47,0
230.12,0,77.6,72.24,80.6,5.54,34.4,114.7,95.9,115,74.4,5.82,846,3.97,6.39,16.85,0.980,0.029,540,3.13,0.0434,7.75,7.64,0.872,36.3,31.1,157,1.34,1.849,0.0367,0.0367,271.833,252.841,1034,118,37.7,1034,119,37.4,215,2.4,94.7,39.9,36.6,44.8,2.04,2.04,5.46,-4.87,0.029255,117,592.12,0,0,0.000,0,0.000,0,1156.5120,1110.0806,757.4730,1243.7891,701.5083,1396.0906,887.6247,1134.2707,1347.4187,738.1609,1397.9177,887.6247,1133.1676,852.0808,1456.5904,0,0,0,0,0,0,0,0,0,0,0,0,0,347.6520,1975.3064,3505.7361,2847.6648,1017.2487,1266.7104,1588.3374,184.8891,1892.1735,1017.2488,1264.9915,1330.5075,2082.2027,1309.837942,1.309838,1015.93,17944.52,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,410.66,333.49,333.49,0
230.14,0,77.6,72.24,80.6,5.54,34.4,114.4,95.9,115,74.4,5.82,846,3.97,6.39,16.85,0.980,0.029,540,3.11,0.0434,7.75,7.57,0.872,36.3,31.1,157,1.34,1.837,0.0367,0.0367,271.833,252.841,1034,118,37.7,1034,119,37.4,213,4.4,94.7,39.9,36.6,44.8,2.04,2.04,5.49,-4.31,0.029267,117,592.12,0,0,0.000,0,0.000,0,1156.4538,1110.0249,757.4017,1243.7561,701.4456,1396.0071,887.5319,1134.2480,1347.3562,738.1091,1397.8142,887.5319,1133.1436,852.0469,1456.4797,0,0,0,0,0,0,0,0,0,0,0,0,0,347.6808,1975.2733,3505.9964,2847.5294,1017.2076,1266.6715,1588.3041,184.9013,1892.0362,1017.2076,1264.9486,1330.5656,2082.0493,1309.753816,1.309754,1015.98,17944.38,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,410.71,333.51,333.51,0
